,driverId,truckId,eventTime,eventType,longitude,latitude,eventKey,CorrelationId,driverName,routeId,routeName,eventDate
9414,17,92,10:00.8,Normal,-93.65,39.0,17|92|9223370571956574980,1000.0,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-06-02-20
9415,21,105,10:04.9,Normal,-94.31,37.31,21|105|9223370571956570900,1000.0,Jeff Markham,1594289134,Memphis to Little Rock Route 2,2016-06-02-20
9416,17,92,10:05.1,Normal,-92.63,38.95,17|92|9223370571956570751,1000.0,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-06-02-20
9417,26,17,10:05.0,Normal,-93.69,37.16,26|17|9223370571956570780,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9418,32,71,10:05.2,Normal,-91.93,34.81,32|71|9223370571956570560,1000.0,Ryan Templeton,1567254452,Saint Louis to Memphis Route2,2016-06-02-20
9419,14,18,10:05.2,Normal,-94.31,37.31,14|18|9223370571956570611,1000.0,Adis Cesir,24929475,Peoria to Ceder Rapids,2016-06-02-20
9420,22,24,10:05.6,Normal,-91.93,34.81,22|24|9223370571956570251,1000.0,Nadeem Asghar,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9421,14,18,10:06.0,Normal,-94.46,37.16,14|18|9223370571956569771,1000.0,Adis Cesir,24929475,Peoria to Ceder Rapids,2016-06-02-20
9422,28,58,10:06.3,Normal,-93.93,39.76,28|58|9223370571956569510,1000.0,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-06-02-20
9423,25,21,10:05.7,Normal,-89.65,36.37,25|21|9223370571956570090,1000.0,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9424,17,92,10:06.0,Normal,-92.53,38.98,17|92|9223370571956569781,1000.0,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-06-02-20
9425,27,81,10:06.1,Normal,-92.63,38.95,27|81|9223370571956569751,1000.0,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-06-02-20
9426,20,79,10:06.5,Normal,-92.4,41.78,20|79|9223370571956569310,1000.0,Chris Harris,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9427,31,48,10:06.7,Normal,-94.58,37.03,31|48|9223370571956569081,1000.0,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9428,30,95,10:06.9,Normal,-92.4,41.78,30|95|9223370571956568881,1000.0,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9429,13,12,10:07.0,Normal,-91.94,41.71,13|12|9223370571956568850,1000.0,Joe Niemiec,987179512, Saint Louis to Chicago,2016-06-02-20
9430,24,68,10:07.0,Normal,-90.64,41.56,24|68|9223370571956568810,1000.0,Don Hilborn,927636994,Des Moines to Chicago.kml,2016-06-02-20
9431,25,21,10:07.4,Normal,-89.56,37.2,25|21|9223370571956568381,1000.0,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9432,16,46,10:07.3,Normal,-91.78,42.23,16|46|9223370571956568481,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9433,14,18,10:07.8,Normal,-94.58,37.03,14|18|9223370571956568011,1000.0,Adis Cesir,24929475,Peoria to Ceder Rapids,2016-06-02-20
9434,28,58,10:08.2,Normal,-94.25,39.73,28|58|9223370571956567651,1000.0,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-06-02-20
9435,26,17,10:07.7,Normal,-94.54,37.02,26|17|9223370571956568071,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9436,27,81,10:07.9,Normal,-92.38,38.98,27|81|9223370571956567880,1000.0,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-06-02-20
9437,29,16,10:08.4,Normal,-92.53,35.15,29|16|9223370571956567401,1000.0,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-06-02-20
9438,17,92,10:08.6,Normal,-92.03,38.97,17|92|9223370571956567190,1000.0,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-06-02-20
9439,21,105,10:08.6,Normal,-89.74,39.1,21|105|9223370571956567190,1000.0,Jeff Markham,1594289134,Memphis to Little Rock Route 2,2016-06-02-20
9440,12,74,10:08.8,Normal,-89.56,37.2,12|74|9223370571956567001,1000.0,Paul Codding,1384345811,Joplin to Kansas City,2016-06-02-20
9441,25,21,10:09.2,Normal,-90.0,37.72,25|21|9223370571956566630,1000.0,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9442,13,12,10:08.8,Normal,-91.24,41.67,13|12|9223370571956567040,1000.0,Joe Niemiec,987179512, Saint Louis to Chicago,2016-06-02-20
9443,23,66,10:09.0,Normal,-91.47,41.74,23|66|9223370571956566801,1000.0,Adam Diaz,1961634315,Saint Louis to Memphis,2016-06-02-20
9444,31,48,10:09.4,Normal,-90.29,40.96,31|48|9223370571956566451,1000.0,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9445,22,24,10:09.8,Normal,-91.93,34.81,22|24|9223370571956565981,1000.0,Nadeem Asghar,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9446,26,17,10:09.4,Normal,-95.01,36.73,26|17|9223370571956566451,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9447,29,16,10:10.2,Normal,-93.12,35.31,29|16|9223370571956565561,1000.0,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-06-02-20
9448,32,71,10:09.8,Normal,-91.93,34.81,32|71|9223370571956565971,1000.0,Ryan Templeton,1567254452,Saint Louis to Memphis Route2,2016-06-02-20
9449,21,105,10:10.5,Normal,-89.17,40.38,21|105|9223370571956565301,1000.0,Jeff Markham,1594289134,Memphis to Little Rock Route 2,2016-06-02-20
9450,23,66,10:10.8,Normal,-91.05,41.72,23|66|9223370571956565031,1000.0,Adam Diaz,1961634315,Saint Louis to Memphis,2016-06-02-20
9451,25,21,10:10.1,Normal,-90.24,38.0,25|21|9223370571956565730,1000.0,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9452,19,100,10:11.1,Normal,-93.12,35.31,19|100|9223370571956564720,1000.0,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-06-02-20
9453,21,105,10:11.5,Normal,-88.77,40.76,21|105|9223370571956564311,1000.0,Jeff Markham,1594289134,Memphis to Little Rock Route 2,2016-06-02-20
9454,12,74,10:11.6,Normal,-90.24,38.0,12|74|9223370571956564181,1000.0,Paul Codding,1384345811,Joplin to Kansas City,2016-06-02-20
9455,20,79,10:11.8,Normal,-90.64,41.56,20|79|9223370571956564051,1000.0,Chris Harris,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9456,17,92,10:10.5,Normal,-91.56,38.93,17|92|9223370571956565351,1000.0,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-06-02-20
9457,15,32,10:12.1,Normal,-91.38,34.83,15|32|9223370571956563661,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9458,28,58,10:10.8,Normal,-94.36,39.37,28|58|9223370571956565031,1000.0,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-06-02-20
9459,25,21,10:11.0,Normal,-90.35,38.43,25|21|9223370571956564850,1000.0,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9460,26,17,10:11.2,Normal,-95.35,36.47,26|17|9223370571956564561,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9461,18,49,10:11.6,Normal,-94.42,39.27,18|49|9223370571956564250,1000.0,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-06-02-20
9462,10,39,10:11.7,Normal,-95.14,36.66,10|39|9223370571956564061,1000.0,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-06-02-20
9463,22,24,10:12.4,Normal,-91.14,34.96,22|24|9223370571956563430,1000.0,Nadeem Asghar,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9464,31,48,10:17.1,Normal,-91.63,41.72,31|48|9223370571956558671,1000.0,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9465,13,12,10:17.4,Normal,-88.41,42.11,13|12|9223370571956558451,1000.0,Joe Niemiec,987179512, Saint Louis to Chicago,2016-06-02-20
9466,15,32,10:17.3,Normal,-90.04,35.19,15|32|9223370571956558500,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9467,29,16,10:17.5,Normal,-95.3,35.64,29|16|9223370571956558271,1000.0,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-06-02-20
9468,12,74,10:17.7,Normal,-89.71,37.47,12|74|9223370571956558110,1000.0,Paul Codding,1384345811,Joplin to Kansas City,2016-06-02-20
9469,20,79,10:17.7,Normal,-88.64,42.21,20|79|9223370571956558110,1000.0,Chris Harris,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9470,15,32,10:18.2,Normal,-90.35,38.43,15|32|9223370571956557591,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9471,18,49,10:18.1,Normal,-94.15,39.77,18|49|9223370571956557741,1000.0,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-06-02-20
9472,14,18,10:18.4,Normal,-91.47,41.74,14|18|9223370571956557431,1000.0,Adis Cesir,24929475,Peoria to Ceder Rapids,2016-06-02-20
9473,12,74,10:18.5,Normal,-89.56,37.2,12|74|9223370571956557301,1000.0,Paul Codding,1384345811,Joplin to Kansas City,2016-06-02-20
9474,15,32,10:19.0,Normal,-90.24,38.0,15|32|9223370571956556771,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9475,28,58,10:19.4,Normal,-93.93,39.76,28|58|9223370571956556420,1000.0,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-06-02-20
9476,23,66,10:19.5,Normal,-91.14,34.96,23|66|9223370571956556331,1000.0,Adam Diaz,1961634315,Saint Louis to Memphis,2016-06-02-20
9477,29,16,10:18.4,Normal,-95.42,35.87,29|16|9223370571956557381,1000.0,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-06-02-20
9478,28,58,10:18.5,Normal,-94.15,39.77,28|58|9223370571956557331,1000.0,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-06-02-20
9479,16,46,10:19.8,Normal,-90.0,37.72,16|46|9223370571956555971,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9480,11,27,10:19.0,Normal,-89.91,40.86,11|27|9223370571956556810,1000.0,Jamie Engesser,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9481,24,68,10:19.2,Normal,-88.64,42.21,24|68|9223370571956556571,1000.0,Don Hilborn,927636994,Des Moines to Chicago.kml,2016-06-02-20
9482,29,16,10:20.1,Normal,-95.76,36.08,29|16|9223370571956555710,1000.0,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-06-02-20
9483,22,24,10:19.7,Normal,-94.3,37.66,22|24|9223370571956556150,1000.0,Nadeem Asghar,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9484,15,32,10:19.9,Normal,-90.0,37.72,15|32|9223370571956555950,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9485,10,39,10:20.5,Normal,-95.35,36.47,10|39|9223370571956555308,1000.0,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-06-02-20
9486,30,95,10:20.1,Normal,-88.02,42.04,30|95|9223370571956555700,1000.0,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9487,28,58,10:20.3,Normal,-93.6,39.77,28|58|9223370571956555461,1000.0,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-06-02-20
9488,15,32,10:20.8,Normal,-89.71,37.47,15|32|9223370571956554991,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9489,12,74,10:24.8,Normal,-90.07,35.1,12|74|9223370571956551020,1000.0,Paul Codding,1384345811,Joplin to Kansas City,2016-06-02-20
9490,23,66,10:24.8,Normal,-92.31,34.78,23|66|9223370571956550989,1000.0,Adam Diaz,1961634315,Saint Louis to Memphis,2016-06-02-20
9491,30,95,10:24.9,Normal,-88.64,42.21,30|95|9223370571956550910,1000.0,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9492,26,17,10:25.4,Normal,-93.69,37.16,26|17|9223370571956550451,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9493,15,32,10:25.2,Normal,-90.07,35.68,15|32|9223370571956550570,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9494,12,74,10:25.7,Normal,-90.24,35.35,12|74|9223370571956550121,1000.0,Paul Codding,1384345811,Joplin to Kansas City,2016-06-02-20
9495,21,105,10:25.7,Normal,-88.77,40.76,21|105|9223370571956550141,1000.0,Jeff Markham,1594289134,Memphis to Little Rock Route 2,2016-06-02-20
9496,13,12,10:25.9,Normal,-89.6,41.76,13|12|9223370571956549901,1000.0,Joe Niemiec,987179512, Saint Louis to Chicago,2016-06-02-20
9497,32,71,10:25.9,Normal,-91.63,41.72,32|71|9223370571956549910,1000.0,Ryan Templeton,1567254452,Saint Louis to Memphis Route2,2016-06-02-20
9498,11,27,10:26.2,Normal,-91.78,42.23,11|27|9223370571956549571,1000.0,Jamie Engesser,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9499,26,17,10:26.2,Normal,-93.34,37.21,26|17|9223370571956549571,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9500,14,18,10:26.4,Normal,-89.91,40.86,14|18|9223370571956549450,1000.0,Adis Cesir,24929475,Peoria to Ceder Rapids,2016-06-02-20
9501,20,79,10:26.9,Normal,-89.6,41.76,20|79|9223370571956548921,1000.0,Chris Harris,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9502,18,49,10:27.2,Normal,-91.8,39.67,18|49|9223370571956548641,1000.0,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-06-02-20
9503,25,21,10:27.5,Normal,-89.54,36.84,25|21|9223370571956548261,1000.0,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9504,31,48,10:27.7,Normal,-90.44,41.54,31|48|9223370571956548120,1000.0,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9505,18,49,10:28.2,Normal,-91.59,39.68,18|49|9223370571956547651,1000.0,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-06-02-20
9506,25,21,10:26.6,Normal,-89.65,36.37,25|21|9223370571956549230,1000.0,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9507,16,46,10:26.7,Normal,-90.07,35.1,16|46|9223370571956549071,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9508,19,100,10:27.0,Normal,-97.35,36.4,19|100|9223370571956548801,1000.0,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-06-02-20
9509,23,66,10:28.3,Normal,-91.38,34.83,23|66|9223370571956547511,1000.0,Adam Diaz,1961634315,Saint Louis to Memphis,2016-06-02-20
9510,27,81,10:27.4,Normal,-91.33,38.87,27|81|9223370571956548430,1000.0,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-06-02-20
9511,10,39,10:27.8,Normal,-93.34,37.21,10|39|9223370571956548041,1000.0,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-06-02-20
9512,11,27,10:28.1,Normal,-91.63,41.72,11|27|9223370571956547741,1000.0,Jamie Engesser,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9513,32,71,10:28.5,Normal,-91.05,41.72,32|71|9223370571956547281,1000.0,Ryan Templeton,1567254452,Saint Louis to Memphis Route2,2016-06-02-20
9514,16,46,10:28.6,Normal,-90.24,35.35,16|46|9223370571956547231,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9515,31,48,10:28.6,Normal,-90.7,41.62,31|48|9223370571956547241,1000.0,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9516,20,79,10:32.8,Normal,-91.94,41.71,20|79|9223370571956543040,1000.0,Chris Harris,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9517,24,68,10:32.8,Normal,-93.04,41.71,24|68|9223370571956542971,1000.0,Don Hilborn,927636994,Des Moines to Chicago.kml,2016-06-02-20
9518,16,46,10:33.0,Normal,-89.56,37.2,16|46|9223370571956542791,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9519,26,17,10:33.4,Normal,-92.08,37.81,26|17|9223370571956542381,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9520,19,100,10:33.1,Normal,-97.36,37.69,19|100|9223370571956542721,1000.0,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-06-02-20
9521,27,81,10:33.7,Normal,-92.63,38.95,27|81|9223370571956542151,1000.0,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-06-02-20
9522,18,49,10:34.0,Normal,-90.37,39.71,18|49|9223370571956541791,1000.0,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-06-02-20
9523,15,32,10:33.3,Normal,-89.56,37.2,15|32|9223370571956542531,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9524,21,105,10:34.5,Normal,-89.74,39.1,21|105|9223370571956541271,1000.0,Jeff Markham,1594289134,Memphis to Little Rock Route 2,2016-06-02-20
9525,19,100,10:34.6,Normal,-97.32,37.48,19|100|9223370571956541170,1000.0,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-06-02-20
9526,16,46,10:34.7,Normal,-90.0,37.72,16|46|9223370571956541069,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9527,12,74,10:35.3,Normal,-90.15,38.62,12|74|9223370571956540491,1000.0,Paul Codding,1384345811,Joplin to Kansas City,2016-06-02-20
9528,31,48,10:35.5,Normal,-91.47,41.74,31|48|9223370571956540351,1000.0,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9529,14,18,10:36.2,Normal,-91.47,41.74,14|18|9223370571956539650,1000.0,Adis Cesir,24929475,Peoria to Ceder Rapids,2016-06-02-20
9530,20,79,10:36.3,Normal,-93.04,41.71,20|79|9223370571956539520,1000.0,Chris Harris,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9531,23,66,10:33.8,Normal,-90.04,35.19,23|66|9223370571956542041,1000.0,Adam Diaz,1961634315,Saint Louis to Memphis,2016-06-02-20
9532,16,46,10:33.9,Normal,-89.71,37.47,16|46|9223370571956541901,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9533,14,18,10:34.4,Normal,-91.78,42.23,14|18|9223370571956541380,1000.0,Adis Cesir,24929475,Peoria to Ceder Rapids,2016-06-02-20
9534,27,81,10:34.6,Normal,-92.85,38.93,27|81|9223370571956541211,1000.0,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-06-02-20
9535,14,18,10:35.2,Normal,-91.63,41.72,14|18|9223370571956540600,1000.0,Adis Cesir,24929475,Peoria to Ceder Rapids,2016-06-02-20
9536,26,17,10:35.4,Normal,-91.69,37.99,26|17|9223370571956540441,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9537,11,27,10:35.5,Normal,-89.52,40.7,11|27|9223370571956540291,1000.0,Jamie Engesser,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9538,15,32,10:35.8,Normal,-90.24,38.0,15|32|9223370571956539970,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9539,22,24,10:36.3,Normal,-94.37,38.0,22|24|9223370571956539500,1000.0,Nadeem Asghar,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9540,27,81,10:36.4,Normal,-93.2,38.98,27|81|9223370571956539391,1000.0,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-06-02-20
9541,30,95,10:36.5,Normal,-92.4,41.78,30|95|9223370571956539291,1000.0,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9542,11,27,10:37.2,Normal,-90.29,40.96,11|27|9223370571956538601,1000.0,Jamie Engesser,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9543,24,68,10:37.3,Normal,-93.04,41.71,24|68|9223370571956538551,1000.0,Don Hilborn,927636994,Des Moines to Chicago.kml,2016-06-02-20
9544,10,39,10:36.4,Normal,-91.69,37.99,10|39|9223370571956539370,1000.0,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-06-02-20
9545,26,17,10:37.1,Normal,-91.44,38.09,26|17|9223370571956538731,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9546,13,12,10:37.5,Normal,-93.58,41.62,13|12|9223370571956538311,1000.0,Joe Niemiec,987179512, Saint Louis to Chicago,2016-06-02-20
9547,22,24,10:38.0,Normal,-94.38,38.67,22|24|9223370571956537801,1000.0,Nadeem Asghar,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9548,12,74,10:37.1,Normal,-89.63,39.84,12|74|9223370571956538660,1000.0,Paul Codding,1384345811,Joplin to Kansas City,2016-06-02-20
9549,10,39,10:37.3,Normal,-91.55,38.04,10|39|9223370571956538540,1000.0,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-06-02-20
9550,18,49,10:38.3,Normal,-89.78,39.77,18|49|9223370571956537541,1000.0,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-06-02-20
9551,20,79,10:37.9,Normal,-93.58,41.62,20|79|9223370571956537940,1000.0,Chris Harris,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9552,16,46,10:38.0,Normal,-90.15,38.62,16|46|9223370571956537771,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9553,10,39,10:38.2,Normal,-91.44,38.09,10|39|9223370571956537581,1000.0,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-06-02-20
9554,17,92,10:38.6,Normal,-93.85,39.01,17|92|9223370571956537251,1000.0,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-06-02-20
9555,24,68,10:38.9,Normal,-92.4,41.78,24|68|9223370571956536861,1000.0,Don Hilborn,927636994,Des Moines to Chicago.kml,2016-06-02-20
9556,30,95,10:39.3,Normal,-93.36,41.69,30|95|9223370571956536521,1000.0,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9557,28,58,10:39.4,Normal,-89.78,39.77,28|58|9223370571956536391,1000.0,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-06-02-20
9558,22,24,10:38.8,Normal,-94.38,38.99,22|24|9223370571956537031,1000.0,Nadeem Asghar,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9559,31,48,10:39.0,Normal,-90.44,41.54,31|48|9223370571956536801,1000.0,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9560,15,32,10:39.3,Normal,-90.35,38.43,15|32|9223370571956536531,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9561,16,46,10:39.7,Normal,-90.24,38.0,16|46|9223370571956536111,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9562,23,66,10:39.7,Normal,-91.93,34.81,23|66|9223370571956536090,1000.0,Adam Diaz,1961634315,Saint Louis to Memphis,2016-06-02-20
9563,29,16,10:40.0,Normal,-97.35,36.4,29|16|9223370571956535780,1000.0,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-06-02-20
9564,19,100,10:40.0,Normal,-97.35,36.4,19|100|9223370571956535761,1000.0,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-06-02-20
9565,17,92,10:40.2,Normal,-94.16,39.04,17|92|9223370571956535570,1000.0,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-06-02-20
9566,26,17,10:40.2,Normal,-90.86,38.46,26|17|9223370571956535600,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9567,14,18,10:40.3,Normal,-90.29,40.96,14|18|9223370571956535461,1000.0,Adis Cesir,24929475,Peoria to Ceder Rapids,2016-06-02-20
9568,15,32,10:40.9,Normal,-90.0,37.72,15|32|9223370571956534901,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9569,11,27,10:40.9,Normal,-91.32,41.71,11|27|9223370571956534951,1000.0,Jamie Engesser,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9570,17,92,10:41.0,Normal,-94.31,39.04,17|92|9223370571956534811,1000.0,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-06-02-20
9571,26,17,10:41.0,Normal,-90.69,38.5,26|17|9223370571956534811,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9572,16,46,10:41.5,Normal,-89.71,37.47,16|46|9223370571956534351,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9573,20,79,10:41.3,Normal,-92.74,41.75,20|79|9223370571956534510,1000.0,Chris Harris,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9574,21,105,10:41.8,Normal,-88.07,41.48,21|105|9223370571956533961,1000.0,Jeff Markham,1594289134,Memphis to Little Rock Route 2,2016-06-02-20
9575,11,27,10:41.8,Normal,-91.47,41.74,11|27|9223370571956533961,1000.0,Jamie Engesser,1198242881, Saint Louis to Chicago Route2,2016-06-02-20
9576,15,32,10:41.9,Normal,-89.71,37.47,15|32|9223370571956533951,1000.0,Rohit Bakshi,371182829,Memphis to Little Rock,2016-06-02-20
9577,26,17,10:41.9,Normal,-90.53,38.51,26|17|9223370571956533881,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
9578,16,46,10:42.3,Normal,-89.56,37.2,16|46|9223370571956533469,1000.0,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-06-02-20
9579,31,48,10:42.6,Normal,-89.52,40.7,31|48|9223370571956533240,1000.0,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9580,25,21,10:42.7,Normal,-90.64,41.56,25|21|9223370571956533060,1000.0,Jean-Philippe Player,160779139,Des Moines to Chicago Route 2,2016-06-02-20
9581,22,24,10:42.3,Normal,-94.38,38.67,22|24|9223370571956533499,1000.0,Nadeem Asghar,1090292248,Peoria to Ceder Rapids Route 2,2016-06-02-20
9582,27,81,10:42.6,Normal,-94.44,39.1,27|81|9223370571956533200,1000.0,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-06-02-20
9583,23,66,10:43.1,Normal,-92.09,34.8,23|66|9223370571956532711,1000.0,Adam Diaz,1961634315,Saint Louis to Memphis,2016-06-02-20
9584,17,92,10:42.9,Normal,-94.44,39.1,17|92|9223370571956532891,1000.0,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-06-02-20
9585,18,49,10:43.3,Normal,-90.24,39.72,18|49|9223370571956532521,1000.0,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-06-02-20
9586,28,58,10:43.6,Normal,-90.14,39.76,28|58|9223370571956532211,1000.0,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-06-02-20
9587,26,17,10:43.6,Normal,-90.18,38.64,26|17|9223370571956532171,1000.0,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-06-02-20
